student_id,first_name,last_name,age,email,country,grade_math,grade_science,grade_english,total_score,full_name,Performance
499,Lemmie,Cudby,18,lcudbydu@mysql.com,INDONESIA,78,88,68,78,Lemmie Cudby,Good
500,Humfried,Axelby,20,haxelbydv@virginia.edu,MEXICO,42,63,46,50,Humfried Axelby,Average
501,Roth,Arcase,24,rarcasedw@livejournal.com,CHINA,23,96,92,70,Roth Arcase,Good
502,Mirelle,Dutteridge,25,mdutteridgedx@meetup.com,CHINA,48,59,8,38,Mirelle Dutteridge,Poor
503,Leeann,Gruszczak,24,lgruszczakdy@twitter.com,FRANCE,81,39,16,45,Leeann Gruszczak,Average
504,Arabele,Malins,23,amalinsdz@hubpages.com,CHINA,45,58,24,42,Arabele Malins,Average
505,Erastus,Lydiatt,25,elydiatte0@istockphoto.com,UKRAINE,44,52,17,37,Erastus Lydiatt,Poor
506,Clementine,Poulden,25,cpouldene1@shutterfly.com,SWEDEN,61,92,47,66,Clementine Poulden,Good
507,Fanni,Yu,21,fyue2@businesswire.com,PHILIPPINES,92,52,58,67,Fanni Yu,Good
508,Conny,Tidcombe,23,ctidcombee3@de.vu,INDONESIA,58,84,69,70,Conny Tidcombe,Good
509,Frans,Shoute,25,fshoutee4@nyu.edu,INDONESIA,21,22,92,45,Frans Shoute,Average
510,Moss,Boylund,19,mboylunde5@sphinn.com,BULGARIA,54,96,52,67,Moss Boylund,Good
511,Syd,Linscott,18,slinscotte6@cbsnews.com,RUSSIA,26,10,29,21,Syd Linscott,Poor
512,Karon,Mendenhall,19,kmendenhalle7@angelfire.com,HONDURAS,55,78,44,59,Karon Mendenhall,Average
513,Nicky,Medlen,21,nmedlene8@lycos.com,INDONESIA,44,31,72,49,Nicky Medlen,Average
514,Gabby,Widger,23,gwidgere9@bloglines.com,IRAN,24,59,75,52,Gabby Widger,Average
515,Jessika,Cowmeadow,22,jcowmeadowea@smugmug.com,UKRAINE,7,64,30,33,Jessika Cowmeadow,Poor
516,Constantin,Frisdick,20,cfrisdickeb@ca.gov,CANADA,71,2,69,47,Constantin Frisdick,Average
517,Forester,Wooles,21,fwoolesec@mozilla.org,VENEZUELA,60,25,39,41,Forester Wooles,Average
518,Grantham,Garrould,25,ggarroulded@g.co,PHILIPPINES,12,79,4,31,Grantham Garrould,Poor
519,Carina,Jarvie,25,cjarvieee@cnet.com,MICRONESIA,53,100,36,63,Carina Jarvie,Good
520,Dyna,Margrett,18,dmargrettef@freewebs.com,BRAZIL,55,46,86,62,Dyna Margrett,Good
521,Murdoch,Piesing,24,mpiesingeg@uol.com.br,UKRAINE,50,98,7,51,Murdoch Piesing,Average
522,Camile,Beldom,24,cbeldomeh@deliciousdays.com,RUSSIA,84,75,74,77,Camile Beldom,Good
523,Boyce,Spandley,25,bspandleyei@phoca.cz,SOUTH AFRICA,32,99,7,46,Boyce Spandley,Average
524,Natty,Tole,25,ntoleej@diigo.com,CHINA,57,16,35,36,Natty Tole,Poor
525,Nelie,Kordova,20,nkordovaek@ucsd.edu,PERU,87,45,52,61,Nelie Kordova,Good
526,Brucie,Peddie,19,bpeddieel@technorati.com,DOMINICAN REPUBLIC,42,74,63,59,Brucie Peddie,Average
527,Bearnard,Telford,18,btelfordem@soundcloud.com,RUSSIA,24,49,94,55,Bearnard Telford,Average
528,Mariam,Braybrook,19,mbraybrooken@amazon.com,CHINA,17,40,69,42,Mariam Braybrook,Average
529,Blisse,Ventum,21,bventumeo@clickbank.net,CHINA,85,52,43,60,Blisse Ventum,Good
530,Arvy,McGirr,18,amcgirrep@hatena.ne.jp,DENMARK,73,24,55,50,Arvy McGirr,Average
531,Garnette,St Leger,25,gstlegereq@furl.net,CHINA,78,98,88,88,Garnette St Leger,Excellent
532,Heriberto,Garr,23,hgarrer@altervista.org,INDONESIA,38,29,62,43,Heriberto Garr,Average
533,Jobey,Pilipets,20,jpilipetses@intel.com,RUSSIA,3,87,47,45,Jobey Pilipets,Average
534,Scotti,Cuttles,18,scuttleset@google.co.jp,CHINA,30,36,43,36,Scotti Cuttles,Poor
535,Junette,Lulham,23,jlulhameu@nbcnews.com,NICARAGUA,52,5,43,33,Junette Lulham,Poor
536,Carny,Letford,20,cletfordev@canalblog.com,BRAZIL,28,31,65,41,Carny Letford,Average
537,Rori,Sparry,20,rsparryew@illinois.edu,CHINA,59,58,91,69,Rori Sparry,Good
538,Donny,Duggan,18,ddugganex@yahoo.com,INDONESIA,5,90,52,49,Donny Duggan,Average
539,Thea,Hegel,21,thegeley@is.gd,VIETNAM,29,90,29,49,Thea Hegel,Average
540,Jackelyn,Lovejoy,20,jlovejoyez@irs.gov,UNITED STATES,18,11,83,37,Jackelyn Lovejoy,Poor
541,Brice,Kellett,21,bkellettf0@clickbank.net,CHINA,36,15,20,23,Brice Kellett,Poor
542,Pebrook,Keyse,22,pkeysef1@vistaprint.com,CHINA,37,16,99,50,Pebrook Keyse,Average
543,Gabie,Lavington,23,glavingtonf2@webmd.com,CAMEROON,74,47,25,48,Gabie Lavington,Average
544,Grayce,Boshere,25,gbosheref3@desdev.cn,CHINA,60,98,37,65,Grayce Boshere,Good
545,Jarrad,Kerwin,20,jkerwinf4@amazonaws.com,MACEDONIA,61,59,39,53,Jarrad Kerwin,Average
546,Jock,Richford,21,jrichfordf5@nifty.com,INDONESIA,27,26,2,18,Jock Richford,Poor
547,Estrella,Molfino,21,emolfinof6@jalbum.net,FRANCE,89,84,39,70,Estrella Molfino,Good
548,Tanney,Bunkle,23,tbunklef7@flickr.com,GREECE,22,83,85,63,Tanney Bunkle,Good
549,Jody,Hartas,19,jhartasf8@woothemes.com,ARMENIA,89,39,92,73,Jody Hartas,Good
550,Archer,Vinker,22,avinkerf9@ucla.edu,CHINA,46,94,84,74,Archer Vinker,Good
551,Northrup,Bonellie,19,nbonelliefa@google.de,SLOVENIA,0,98,51,49,Northrup Bonellie,Average
552,Dinnie,Camp,22,dcampfb@imdb.com,PORTUGAL,80,51,13,48,Dinnie Camp,Average
553,Verne,Scraney,20,vscraneyfc@yahoo.com,CHINA,59,79,51,63,Verne Scraney,Good
554,Carlen,Cardon,25,ccardonfd@creativecommons.org,NIGERIA,22,59,63,48,Carlen Cardon,Average
555,Marlow,O'Rudden,20,moruddenfe@reference.com,PORTUGAL,23,86,34,47,Marlow O'Rudden,Average
556,Ingamar,Creedland,18,icreedlandff@unicef.org,CHINA,36,91,37,54,Ingamar Creedland,Average
557,Brockie,Gleaves,23,bgleavesfg@thetimes.co.uk,CANADA,84,79,84,82,Brockie Gleaves,Excellent
558,Raphaela,Hing,18,rhingfh@clickbank.net,MONGOLIA,71,72,86,76,Raphaela Hing,Good
559,Kristine,Ell,24,kellfi@independent.co.uk,BRAZIL,99,67,27,64,Kristine Ell,Good
560,Garrard,Lidell,23,glidellfj@bigcartel.com,CHINA,3,49,49,33,Garrard Lidell,Poor
561,Dalt,Innot,19,dinnotfk@statcounter.com,BRAZIL,91,21,6,39,Dalt Innot,Poor
562,Wain,Borleace,18,wborleacefl@de.vu,PHILIPPINES,72,44,38,51,Wain Borleace,Average
563,Gery,Blucher,21,gblucherfm@whitehouse.gov,INDONESIA,21,51,42,38,Gery Blucher,Poor
564,Phaidra,Drynan,18,pdrynanfn@seesaa.net,UKRAINE,72,21,93,62,Phaidra Drynan,Good
565,Pietra,Pontefract,23,ppontefractfo@1und1.de,JORDAN,22,51,65,46,Pietra Pontefract,Average
566,Tymon,Gillebert,19,tgillebertfp@geocities.jp,JAPAN,4,81,81,55,Tymon Gillebert,Average
567,Augustina,Biasioli,20,abiasiolifq@huffingtonpost.com,RUSSIA,35,5,14,18,Augustina Biasioli,Poor
568,Aubrey,Parmby,23,aparmbyfr@infoseek.co.jp,FRANCE,27,87,16,43,Aubrey Parmby,Average
569,Cora,Sedwick,24,csedwickfs@reference.com,INDONESIA,13,53,35,33,Cora Sedwick,Poor
570,Clarisse,Ledes,24,cledesft@samsung.com,INDONESIA,93,95,29,72,Clarisse Ledes,Good
571,Palm,Marflitt,19,pmarflittfu@amazon.com,FRANCE,28,96,22,48,Palm Marflitt,Average
572,Marguerite,MacKeague,21,mmackeaguefv@google.it,UKRAINE,17,98,34,49,Marguerite MacKeague,Average
573,Mady,Nockells,20,mnockellsfw@jugem.jp,PHILIPPINES,68,95,82,81,Mady Nockells,Excellent
574,Lynnet,Fayerman,25,lfayermanfx@epa.gov,CHINA,5,62,86,51,Lynnet Fayerman,Average
575,Bary,Renahan,23,brenahanfy@weibo.com,JAPAN,96,92,1,63,Bary Renahan,Good
576,Bailey,Deeney,20,bdeeneyfz@netvibes.com,CHINA,76,89,96,87,Bailey Deeney,Excellent
577,Garik,MacGaughie,23,gmacgaughieg0@aboutads.info,CAMEROON,97,71,15,61,Garik MacGaughie,Good
578,Jeannie,Crowch,22,jcrowchg1@tripadvisor.com,NIGERIA,18,3,45,22,Jeannie Crowch,Poor
579,Codi,Kleinstub,25,ckleinstubg2@vinaora.com,KUWAIT,23,28,26,25,Codi Kleinstub,Poor
580,Ulrich,Blake,21,ublakeg3@edublogs.org,CENTRAL AFRICAN REPUBLIC,16,30,50,32,Ulrich Blake,Poor
581,Jamaal,Cowely,22,jcowelyg4@issuu.com,PORTUGAL,94,87,64,81,Jamaal Cowely,Excellent
582,Shelby,Ceyssen,24,sceysseng5@statcounter.com,BOSNIA AND HERZEGOVINA,49,1,11,20,Shelby Ceyssen,Poor
583,Felike,Devoy,20,fdevoyg6@seesaa.net,MEXICO,22,93,100,71,Felike Devoy,Good
584,Letta,Ginman,20,lginmang7@patch.com,CHINA,97,66,75,79,Letta Ginman,Good
585,Valma,Pulbrook,18,vpulbrookg8@tripadvisor.com,INDONESIA,94,80,57,77,Valma Pulbrook,Good
586,Faye,Ramstead,24,framsteadg9@jugem.jp,ARMENIA,58,58,73,63,Faye Ramstead,Good
587,Ebenezer,Philipeaux,19,ephilipeauxga@senate.gov,BRAZIL,12,12,97,40,Ebenezer Philipeaux,Average
588,Sibel,Kettlestring,24,skettlestringgb@tiny.cc,KUWAIT,70,85,10,55,Sibel Kettlestring,Average
589,Beauregard,Halleday,19,bhalledaygc@webnode.com,RUSSIA,1,61,25,29,Beauregard Halleday,Poor
590,Jackie,Van Halen,20,jvanhalengd@reverbnation.com,UNITED STATES,29,38,20,29,Jackie Van Halen,Poor
591,Jacquenetta,Cristofalo,24,jcristofaloge@adobe.com,ARGENTINA,43,95,63,67,Jacquenetta Cristofalo,Good
592,Raffaello,Scatcher,22,rscatchergf@soup.io,UNITED STATES,81,28,18,42,Raffaello Scatcher,Average
593,Angela,Bernade,22,abernadegg@nyu.edu,INDONESIA,61,24,69,51,Angela Bernade,Average
594,Hendrick,Gulliver,24,hgullivergh@telegraph.co.uk,CZECH REPUBLIC,81,62,45,62,Hendrick Gulliver,Good
595,Connor,Bohman,21,cbohmangi@businessinsider.com,CHINA,68,28,11,35,Connor Bohman,Poor
596,Corabelle,Savine,24,csavinegj@pinterest.com,JAPAN,7,96,40,47,Corabelle Savine,Average
597,Kylie,Croster,20,kcrostergk@unesco.org,ARGENTINA,47,93,94,78,Kylie Croster,Good
598,Lelah,Wickrath,25,lwickrathgl@newsvine.com,INDONESIA,51,18,91,53,Lelah Wickrath,Average
599,Sheridan,Merredy,21,smerredygm@springer.com,CHINA,84,6,19,36,Sheridan Merredy,Poor
600,Brittne,Runge,18,brungegn@rambler.ru,BRAZIL,100,9,99,69,Brittne Runge,Good
601,Egor,Roddy,21,eroddygo@domainmarket.com,COLOMBIA,96,51,20,55,Egor Roddy,Average
602,Domeniga,Fransson,23,dfranssongp@rambler.ru,POLAND,32,14,72,39,Domeniga Fransson,Poor
603,Francine,Berger,23,fbergergq@nymag.com,JAPAN,78,92,72,80,Francine Berger,Excellent
604,Cecil,Sweeten,19,csweetengr@sitemeter.com,RUSSIA,39,79,87,68,Cecil Sweeten,Good
605,Klara,O'Crigane,25,kocriganegs@tmall.com,CROATIA,78,97,77,84,Klara O'Crigane,Excellent
606,Percival,Andreacci,25,pandreaccigt@usa.gov,PHILIPPINES,55,47,86,62,Percival Andreacci,Good
607,Elset,Puig,23,epuiggu@blogger.com,ARGENTINA,48,18,46,37,Elset Puig,Poor
608,Silvio,Castagne,19,scastagnegv@unicef.org,BRAZIL,65,55,44,54,Silvio Castagne,Average
609,Aila,Acton,22,aactongw@godaddy.com,SWEDEN,19,56,82,52,Aila Acton,Average
610,Brannon,Klaas,19,bklaasgx@google.co.jp,FRANCE,56,18,96,56,Brannon Klaas,Average
611,Margarete,Ladbury,25,mladburygy@samsung.com,IRAN,15,50,18,27,Margarete Ladbury,Poor
612,Timoteo,Briston,20,tbristongz@issuu.com,RUSSIA,73,19,74,55,Timoteo Briston,Average
613,Nappie,McGarvey,20,nmcgarveyh0@hugedomains.com,INDONESIA,80,17,97,64,Nappie McGarvey,Good
614,Antoni,Fleeman,22,afleemanh1@who.int,BRAZIL,1,20,100,40,Antoni Fleeman,Average
615,Nap,Rainsden,20,nrainsdenh2@desdev.cn,RUSSIA,82,25,92,66,Nap Rainsden,Good
616,Athene,McLennan,19,amclennanh3@techcrunch.com,INDONESIA,82,10,64,52,Athene McLennan,Average
617,Alec,Advani,23,aadvanih4@cyberchimps.com,CANADA,42,34,29,35,Alec Advani,Poor
618,Averyl,Dale,22,adaleh5@ning.com,FRANCE,54,43,55,50,Averyl Dale,Average
619,James,Nadin,25,jnadinh6@addthis.com,INDONESIA,54,76,30,53,James Nadin,Average
620,Kirbee,Dunkerly,23,kdunkerlyh7@rakuten.co.jp,CHINA,3,5,36,14,Kirbee Dunkerly,Poor
621,Lia,Rotter,20,lrotterh8@cafepress.com,MACEDONIA,34,18,47,33,Lia Rotter,Poor
622,Norma,Fawbert,22,nfawberth9@irs.gov,GUAM,9,29,57,31,Norma Fawbert,Poor
623,Warden,Dreier,22,wdreierha@dedecms.com,PORTUGAL,66,1,71,46,Warden Dreier,Average
624,Mignonne,Surr,21,msurrhb@infoseek.co.jp,POLAND,19,94,93,68,Mignonne Surr,Good
625,Tiebout,Garret,18,tgarrethc@fc2.com,CHINA,20,52,83,51,Tiebout Garret,Average
626,Daffi,Ollet,22,dollethd@infoseek.co.jp,BOTSWANA,23,49,61,44,Daffi Ollet,Average
627,Roselia,Burless,25,rburlesshe@rediff.com,NIGERIA,26,57,18,33,Roselia Burless,Poor
628,Leland,O'Mahoney,18,lomahoneyhf@xrea.com,YEMEN,54,58,29,47,Leland O'Mahoney,Average
629,Julian,Sydes,20,jsydeshg@ezinearticles.com,BRAZIL,69,58,21,49,Julian Sydes,Average
630,Bathsheba,Hemphrey,19,bhemphreyhh@kickstarter.com,CHINA,68,70,100,79,Bathsheba Hemphrey,Good
631,Hilton,Zorzetti,18,hzorzettihi@nymag.com,GREECE,14,37,50,33,Hilton Zorzetti,Poor
632,Marius,Grieswood,25,mgrieswoodhj@biblegateway.com,CHINA,57,85,49,63,Marius Grieswood,Good
633,Sarette,Raft,19,srafthk@wikimedia.org,RUSSIA,11,15,25,17,Sarette Raft,Poor
634,Marylee,Tupling,19,mtuplinghl@mashable.com,INDONESIA,80,26,97,67,Marylee Tupling,Good
635,Ailee,Stillert,24,astillerthm@house.gov,POLAND,56,49,46,50,Ailee Stillert,Average
636,Mara,Starbuck,25,mstarbuckhn@hostgator.com,CHINA,37,25,58,40,Mara Starbuck,Average
637,Konstanze,Downe,22,kdowneho@phoca.cz,PHILIPPINES,6,20,91,39,Konstanze Downe,Poor
638,Lionello,Steere,20,lsteerehp@webeden.co.uk,FRANCE,88,30,70,62,Lionello Steere,Good
639,Ryun,Abramamovh,20,rabramamovhhq@angelfire.com,BRAZIL,87,15,7,36,Ryun Abramamovh,Poor
640,Pierson,Spieck,20,pspieckhr@w3.org,RUSSIA,84,42,80,68,Pierson Spieck,Good
641,Julina,Klimochkin,19,jklimochkinhs@nps.gov,CHINA,82,10,81,57,Julina Klimochkin,Average
642,Roscoe,Whittam,25,rwhittamht@hhs.gov,CHINA,51,30,3,28,Roscoe Whittam,Poor
643,Devlen,Shoemark,18,dshoemarkhu@cbc.ca,CANADA,21,38,8,22,Devlen Shoemark,Poor
644,Ransom,Enrdigo,23,renrdigohv@unc.edu,LATVIA,38,87,63,62,Ransom Enrdigo,Good
645,Krystle,Fursland,21,kfurslandhw@hibu.com,INDONESIA,20,81,21,40,Krystle Fursland,Average
646,Allyce,Coultas,23,acoultashx@pcworld.com,MACEDONIA,33,93,44,56,Allyce Coultas,Average
647,Isak,Kissick,18,ikissickhy@icio.us,SOUTH KOREA,30,29,98,52,Isak Kissick,Average
648,Linzy,McElwee,21,lmcelweehz@mapquest.com,CHINA,95,53,54,67,Linzy McElwee,Good
649,Mead,Andras,20,mandrasi0@independent.co.uk,MALTA,0,45,21,22,Mead Andras,Poor
650,Ivett,Balas,23,ibalasi1@bloomberg.com,COMOROS,68,72,43,61,Ivett Balas,Good
651,Khalil,Roskruge,21,kroskrugei2@java.com,PORTUGAL,34,33,96,54,Khalil Roskruge,Average
652,Tommie,Marten,25,tmarteni3@uiuc.edu,RUSSIA,11,47,100,52,Tommie Marten,Average
653,Denver,Weyman,18,dweymani4@independent.co.uk,CHINA,32,49,7,29,Denver Weyman,Poor
654,Ninon,Calcutt,19,ncalcutti5@4shared.com,BRAZIL,26,35,89,50,Ninon Calcutt,Average
655,Hope,Ballay,19,hballayi6@xinhuanet.com,PHILIPPINES,97,6,31,44,Hope Ballay,Average
656,Reggi,Korpal,19,rkorpali7@eepurl.com,CZECH REPUBLIC,45,64,0,36,Reggi Korpal,Poor
657,Alis,Kay,19,akayi8@ocn.ne.jp,PHILIPPINES,24,48,23,31,Alis Kay,Poor
658,Steffen,Bater,20,sbateri9@cdc.gov,NEW ZEALAND,62,8,85,51,Steffen Bater,Average
659,Thorpe,Cunniff,23,tcunniffia@printfriendly.com,EGYPT,81,8,45,44,Thorpe Cunniff,Average
660,Natka,McCuish,21,nmccuishib@woothemes.com,CHINA,36,56,4,32,Natka McCuish,Poor
661,Margo,Mendez,25,mmendezic@w3.org,FINLAND,90,28,53,57,Margo Mendez,Average
662,Elinor,Lauritzen,24,elauritzenid@flavors.me,UNITED STATES,1,2,93,32,Elinor Lauritzen,Poor
663,Aurlie,Fridaye,24,afridayeie@sciencedaily.com,CHINA,51,85,84,73,Aurlie Fridaye,Good
664,Duke,Petrenko,21,dpetrenkoif@google.co.jp,HONDURAS,15,97,65,59,Duke Petrenko,Average
665,Rudyard,Scorey,23,rscoreyig@desdev.cn,ARGENTINA,25,1,79,35,Rudyard Scorey,Poor
666,Candice,Shaul,23,cshaulih@cnn.com,SENEGAL,60,13,31,34,Candice Shaul,Poor
667,Nigel,Moralis,25,nmoralisii@earthlink.net,UNITED STATES,97,68,45,70,Nigel Moralis,Good
668,Ellie,Menichillo,19,emenichilloij@a8.net,IVORY COAST,15,76,68,53,Ellie Menichillo,Average
669,Trixi,Bailiss,24,tbailissik@illinois.edu,SWEDEN,87,12,87,62,Trixi Bailiss,Good
670,Jessie,Radden,21,jraddenil@youtu.be,CHINA,3,31,36,23,Jessie Radden,Poor
671,Dara,Cornilli,20,dcornilliim@blogtalkradio.com,UKRAINE,67,86,21,58,Dara Cornilli,Average
672,Christabella,Fero,22,cferoin@ezinearticles.com,CHINA,40,73,27,46,Christabella Fero,Average
673,Arlie,Hamshar,25,ahamshario@spiegel.de,CHINA,78,94,0,57,Arlie Hamshar,Average
674,Stephine,Leonida,18,sleonidaip@mtv.com,RUSSIA,99,19,1,39,Stephine Leonida,Poor
675,Gayle,Laffranconi,18,glaffranconiiq@yahoo.com,CZECH REPUBLIC,82,60,42,61,Gayle Laffranconi,Good
676,Merrie,Wickwar,23,mwickwarir@lycos.com,CUBA,58,87,11,52,Merrie Wickwar,Average
677,Orin,Foux,20,ofouxis@jiathis.com,PERU,53,39,66,52,Orin Foux,Average
678,Ray,Couvert,24,rcouvertit@tinypic.com,CZECH REPUBLIC,56,91,48,65,Ray Couvert,Good
679,Reginald,Orpwood,18,rorpwoodiu@cdbaby.com,COLOMBIA,90,48,62,66,Reginald Orpwood,Good
680,Abbott,Warret,18,awarretiv@yahoo.co.jp,INDONESIA,47,58,68,57,Abbott Warret,Average
681,Denna,Scorrer,19,dscorreriw@uiuc.edu,NORWAY,17,72,30,39,Denna Scorrer,Poor
682,Madonna,Lydster,24,mlydsterix@who.int,CHINA,65,43,13,40,Madonna Lydster,Average
683,Wake,Meah,25,wmeahiy@wikimedia.org,CZECH REPUBLIC,39,34,10,27,Wake Meah,Poor
684,Kris,Parysowna,18,kparysownaiz@diigo.com,NIGERIA,9,42,36,29,Kris Parysowna,Poor
685,Zoe,Rosendale,24,zrosendalej0@goo.ne.jp,CHINA,66,71,73,70,Zoe Rosendale,Good
686,Roshelle,Beggini,19,rbegginij1@ox.ac.uk,PHILIPPINES,70,99,56,75,Roshelle Beggini,Good
687,Andriana,O'Kieran,25,aokieranj2@arstechnica.com,CHINA,4,35,42,27,Andriana O'Kieran,Poor
688,Tallulah,Flippini,25,tflippinij3@aboutads.info,MALAYSIA,30,39,91,53,Tallulah Flippini,Average
689,Elspeth,Crawley,19,ecrawleyj4@uiuc.edu,INDONESIA,9,25,30,21,Elspeth Crawley,Poor
690,Gina,Ponter,20,gponterj5@fema.gov,INDONESIA,68,12,1,27,Gina Ponter,Poor
691,Freeman,McDool,20,fmcdoolj6@linkedin.com,CHINA,38,93,36,55,Freeman McDool,Average
692,Clementia,Baudouin,20,cbaudouinj7@washingtonpost.com,UKRAINE,85,92,22,66,Clementia Baudouin,Good
693,Charmine,McKillop,22,cmckillopj8@theglobeandmail.com,DEMOCRATIC REPUBLIC OF THE CONGO,97,68,18,61,Charmine McKillop,Good
694,Doris,Gietz,22,dgietzj9@drupal.org,PERU,69,87,36,64,Doris Gietz,Good
695,Warde,Assaf,21,wassafja@marriott.com,IVORY COAST,36,100,4,46,Warde Assaf,Average
696,Spencer,Klos,20,sklosjb@admin.ch,SWEDEN,88,78,1,55,Spencer Klos,Average
697,Dody,Odom,22,dodomjc@tmall.com,PHILIPPINES,45,66,30,47,Dody Odom,Average
698,Elinor,Billington,18,ebillingtonjd@google.com,PHILIPPINES,64,4,72,46,Elinor Billington,Average
699,Devan,Barwell,25,dbarwellje@wsj.com,CHINA,82,99,84,88,Devan Barwell,Excellent
700,Antoni,Cobelli,22,acobellijf@ifeng.com,TANZANIA,51,43,32,42,Antoni Cobelli,Average
701,Morganica,Ferry,24,mferryjg@deviantart.com,NIGERIA,13,46,2,20,Morganica Ferry,Poor
702,Vaclav,Dunston,24,vdunstonjh@zimbio.com,GREECE,66,88,92,82,Vaclav Dunston,Excellent
703,Ginelle,Yackiminie,18,gyackiminieji@shinystat.com,GREECE,72,61,98,77,Ginelle Yackiminie,Good
704,Kinnie,Mewrcik,18,kmewrcikjj@moonfruit.com,ISRAEL,17,8,2,9,Kinnie Mewrcik,Poor
705,Pierrette,Pagon,18,ppagonjk@ucla.edu,CHINA,90,33,64,62,Pierrette Pagon,Good
706,Yuri,Argrave,23,yargravejl@cargocollective.com,ECUADOR,96,38,65,66,Yuri Argrave,Good
707,Shirleen,Dorset,22,sdorsetjm@sciencedaily.com,BOSNIA AND HERZEGOVINA,47,72,46,55,Shirleen Dorset,Average
708,Hyacinthe,Demonge,21,hdemongejn@clickbank.net,CHINA,62,4,8,24,Hyacinthe Demonge,Poor
709,Mirella,MacGill,23,mmacgilljo@unblog.fr,MOROCCO,58,25,85,56,Mirella MacGill,Average
710,Lissa,Challenor,25,lchallenorjp@artisteer.com,PHILIPPINES,68,4,14,28,Lissa Challenor,Poor
711,Tallie,Bencher,21,tbencherjq@cpanel.net,PHILIPPINES,29,9,85,41,Tallie Bencher,Average
712,Shandeigh,Dougal,25,sdougaljr@google.co.jp,PHILIPPINES,10,25,92,42,Shandeigh Dougal,Average
713,Riannon,Mortel,23,rmorteljs@opera.com,LITHUANIA,85,91,58,78,Riannon Mortel,Good
714,Kaspar,Masey,24,kmaseyjt@blog.com,PHILIPPINES,11,24,95,43,Kaspar Masey,Average
715,Blanch,Gandar,18,bgandarju@nymag.com,NETHERLANDS,9,43,29,27,Blanch Gandar,Poor
716,Zebadiah,Chilcotte,21,zchilcottejv@jiathis.com,CHINA,8,92,39,46,Zebadiah Chilcotte,Average
717,Dreddy,Stowte,20,dstowtejw@bluehost.com,UNITED STATES,89,54,20,54,Dreddy Stowte,Average
718,Daria,Meakes,23,dmeakesjx@skype.com,INDONESIA,57,2,72,43,Daria Meakes,Average
719,Arnoldo,Gingles,23,aginglesjy@baidu.com,MALAYSIA,78,63,25,55,Arnoldo Gingles,Average
720,Katrinka,Castanho,19,kcastanhojz@altervista.org,SOUTH AFRICA,6,68,93,55,Katrinka Castanho,Average
721,Monte,Jeanel,25,mjeanelk0@bloglovin.com,RUSSIA,83,44,55,60,Monte Jeanel,Good
722,Fulvia,Lyons,19,flyonsk1@apache.org,ZIMBABWE,16,69,84,56,Fulvia Lyons,Average
723,Joannes,Iacomini,24,jiacominik2@cdbaby.com,MONGOLIA,56,80,74,70,Joannes Iacomini,Good
724,Brocky,MacMorland,20,bmacmorlandk3@huffingtonpost.com,AZERBAIJAN,53,80,42,58,Brocky MacMorland,Average
725,Isidora,Garrattley,18,igarrattleyk4@exblog.jp,CANADA,21,81,92,64,Isidora Garrattley,Good
726,Micky,Benkin,18,mbenkink5@weebly.com,FRANCE,69,27,96,64,Micky Benkin,Good
727,Wenonah,Carp,22,wcarpk6@twitpic.com,DOMINICAN REPUBLIC,90,85,61,78,Wenonah Carp,Good
728,Brandy,Halle,25,bhallek7@economist.com,THAILAND,53,87,23,54,Brandy Halle,Average
729,Torin,Woodfield,20,twoodfieldk8@alexa.com,PORTUGAL,51,75,76,67,Torin Woodfield,Good
730,Minnnie,Bail,25,mbailk9@example.com,CHINA,93,21,56,56,Minnnie Bail,Average
731,Wakefield,Isaac,19,wisaacka@weebly.com,LIBYA,54,83,81,72,Wakefield Isaac,Good
732,Langsdon,Curro,18,lcurrokb@engadget.com,CHINA,6,82,40,42,Langsdon Curro,Average
733,Vannie,Whatsize,18,vwhatsizekc@ucoz.ru,UNITED STATES,15,35,86,45,Vannie Whatsize,Average
734,Jeremie,Dible,25,jdiblekd@networksolutions.com,BRAZIL,79,18,64,53,Jeremie Dible,Average
735,Hendrika,Venes,18,hveneske@huffingtonpost.com,CHINA,77,58,7,47,Hendrika Venes,Average
736,Hermia,Bruffell,20,hbruffellkf@tmall.com,CHINA,56,24,54,44,Hermia Bruffell,Average
737,Abe,Bartolomeu,21,abartolomeukg@microsoft.com,INDONESIA,78,97,96,90,Abe Bartolomeu,Excellent
738,Sylvan,Ors,21,sorskh@home.pl,LIBERIA,54,48,33,45,Sylvan Ors,Average
739,Vinni,Gosneye,24,vgosneyeki@usatoday.com,POLAND,97,48,94,79,Vinni Gosneye,Good
740,Giffy,Selcraig,21,gselcraigkj@cdc.gov,CHINA,93,80,95,89,Giffy Selcraig,Excellent
741,Westbrook,McGinnell,22,wmcginnellkk@photobucket.com,FRANCE,77,16,17,36,Westbrook McGinnell,Poor
742,Tandy,Varndall,21,tvarndallkl@theatlantic.com,INDONESIA,22,27,93,47,Tandy Varndall,Average
743,Bernie,Bowe,18,bbowekm@theglobeandmail.com,BRAZIL,8,89,62,53,Bernie Bowe,Average
744,Agnola,Crone,24,acronekn@instagram.com,KYRGYZSTAN,69,22,81,57,Agnola Crone,Average
745,Kaiser,Tyzack,25,ktyzackko@merriam-webster.com,CUBA,33,88,47,56,Kaiser Tyzack,Average
746,Millard,Tofts,24,mtoftskp@google.pl,VIETNAM,7,39,22,22,Millard Tofts,Poor
747,Margi,Chuter,20,mchuterkq@ibm.com,CHINA,91,10,99,66,Margi Chuter,Good
