student_id,first_name,last_name,age,email,country,grade_math,grade_science,grade_english,Final_score,Total_Marks,Average_Marks
566,Tymon,Gillebert,19,tgillebertfp@geocities.jp,Japan,4,81,81,55,166,55.333333333333336
567,Augustina,Biasioli,20,abiasiolifq@huffingtonpost.com,Russia,35,5,14,18,54,18.0
568,Aubrey,Parmby,23,aparmbyfr@infoseek.co.jp,France,27,87,16,43,130,43.333333333333336
569,Cora,Sedwick,24,csedwickfs@reference.com,Indonesia,13,53,35,33,101,33.666666666666664
570,Clarisse,Ledes,24,cledesft@samsung.com,Indonesia,93,95,29,72,217,72.33333333333333
571,Palm,Marflitt,19,pmarflittfu@amazon.com,France,28,96,22,48,146,48.666666666666664
572,Marguerite,MacKeague,21,mmackeaguefv@google.it,Ukraine,17,98,34,49,149,49.666666666666664
573,Mady,Nockells,20,mnockellsfw@jugem.jp,Philippines,68,95,82,81,245,81.66666666666667
574,Lynnet,Fayerman,25,lfayermanfx@epa.gov,China,5,62,86,51,153,51.0
575,Bary,Renahan,23,brenahanfy@weibo.com,Japan,96,92,1,63,189,63.0
576,Bailey,Deeney,20,bdeeneyfz@netvibes.com,China,76,89,96,87,261,87.0
577,Garik,MacGaughie,23,gmacgaughieg0@aboutads.info,Cameroon,97,71,15,61,183,61.0
578,Jeannie,Crowch,22,jcrowchg1@tripadvisor.com,Nigeria,18,3,45,22,66,22.0
579,Codi,Kleinstub,25,ckleinstubg2@vinaora.com,Kuwait,23,28,26,25,77,25.666666666666668
580,Ulrich,Blake,21,ublakeg3@edublogs.org,Central African Republic,16,30,50,32,96,32.0
581,Jamaal,Cowely,22,jcowelyg4@issuu.com,Portugal,94,87,64,81,245,81.66666666666667
582,Shelby,Ceyssen,24,sceysseng5@statcounter.com,Bosnia and Herzegovina,49,1,11,20,61,20.333333333333332
583,Felike,Devoy,20,fdevoyg6@seesaa.net,Mexico,22,93,100,71,215,71.66666666666667
584,Letta,Ginman,20,lginmang7@patch.com,China,97,66,75,79,238,79.33333333333333
585,Valma,Pulbrook,18,vpulbrookg8@tripadvisor.com,Indonesia,94,80,57,77,231,77.0
586,Faye,Ramstead,24,framsteadg9@jugem.jp,Armenia,58,58,73,63,189,63.0
587,Ebenezer,Philipeaux,19,ephilipeauxga@senate.gov,Brazil,12,12,97,40,121,40.333333333333336
588,Sibel,Kettlestring,24,skettlestringgb@tiny.cc,Kuwait,70,85,10,55,165,55.0
589,Beauregard,Halleday,19,bhalledaygc@webnode.com,Russia,1,61,25,29,87,29.0
590,Jackie,Van Halen,20,jvanhalengd@reverbnation.com,United States,29,38,20,29,87,29.0
591,Jacquenetta,Cristofalo,24,jcristofaloge@adobe.com,Argentina,43,95,63,67,201,67.0
592,Raffaello,Scatcher,22,rscatchergf@soup.io,United States,81,28,18,42,127,42.333333333333336
593,Angela,Bernade,22,abernadegg@nyu.edu,Indonesia,61,24,69,51,154,51.333333333333336
594,Hendrick,Gulliver,24,hgullivergh@telegraph.co.uk,Czech Republic,81,62,45,62,188,62.666666666666664
595,Connor,Bohman,21,cbohmangi@businessinsider.com,China,68,28,11,35,107,35.666666666666664
596,Corabelle,Savine,24,csavinegj@pinterest.com,Japan,7,96,40,47,143,47.666666666666664
597,Kylie,Croster,20,kcrostergk@unesco.org,Argentina,47,93,94,78,234,78.0
598,Lelah,Wickrath,25,lwickrathgl@newsvine.com,Indonesia,51,18,91,53,160,53.333333333333336
599,Sheridan,Merredy,21,smerredygm@springer.com,China,84,6,19,36,109,36.333333333333336
600,Brittne,Runge,18,brungegn@rambler.ru,Brazil,100,9,99,69,208,69.33333333333333
601,Egor,Roddy,21,eroddygo@domainmarket.com,Colombia,96,51,20,55,167,55.666666666666664
602,Domeniga,Fransson,23,dfranssongp@rambler.ru,Poland,32,14,72,39,118,39.333333333333336
603,Francine,Berger,23,fbergergq@nymag.com,Japan,78,92,72,80,242,80.66666666666667
604,Cecil,Sweeten,19,csweetengr@sitemeter.com,Russia,39,79,87,68,205,68.33333333333333
605,Klara,O'Crigane,25,kocriganegs@tmall.com,Croatia,78,97,77,84,252,84.0
606,Percival,Andreacci,25,pandreaccigt@usa.gov,Philippines,55,47,86,62,188,62.666666666666664
607,Elset,Puig,23,epuiggu@blogger.com,Argentina,48,18,46,37,112,37.333333333333336
608,Silvio,Castagne,19,scastagnegv@unicef.org,Brazil,65,55,44,54,164,54.666666666666664
609,Aila,Acton,22,aactongw@godaddy.com,Sweden,19,56,82,52,157,52.333333333333336
610,Brannon,Klaas,19,bklaasgx@google.co.jp,France,56,18,96,56,170,56.666666666666664
611,Margarete,Ladbury,25,mladburygy@samsung.com,Iran,15,50,18,27,83,27.666666666666668
612,Timoteo,Briston,20,tbristongz@issuu.com,Russia,73,19,74,55,166,55.333333333333336
613,Nappie,McGarvey,20,nmcgarveyh0@hugedomains.com,Indonesia,80,17,97,64,194,64.66666666666667
614,Antoni,Fleeman,22,afleemanh1@who.int,Brazil,1,20,100,40,121,40.333333333333336
615,Nap,Rainsden,20,nrainsdenh2@desdev.cn,Russia,82,25,92,66,199,66.33333333333333
616,Athene,McLennan,19,amclennanh3@techcrunch.com,Indonesia,82,10,64,52,156,52.0
617,Alec,Advani,23,aadvanih4@cyberchimps.com,Canada,42,34,29,35,105,35.0
618,Averyl,Dale,22,adaleh5@ning.com,France,54,43,55,50,152,50.666666666666664
619,James,Nadin,25,jnadinh6@addthis.com,Indonesia,54,76,30,53,160,53.333333333333336
620,Kirbee,Dunkerly,23,kdunkerlyh7@rakuten.co.jp,China,3,5,36,14,44,14.666666666666666
621,Lia,Rotter,20,lrotterh8@cafepress.com,Macedonia,34,18,47,33,99,33.0
622,Norma,Fawbert,22,nfawberth9@irs.gov,Guam,9,29,57,31,95,31.666666666666668
623,Warden,Dreier,22,wdreierha@dedecms.com,Portugal,66,1,71,46,138,46.0
624,Mignonne,Surr,21,msurrhb@infoseek.co.jp,Poland,19,94,93,68,206,68.66666666666667
625,Tiebout,Garret,18,tgarrethc@fc2.com,China,20,52,83,51,155,51.666666666666664
626,Daffi,Ollet,22,dollethd@infoseek.co.jp,Botswana,23,49,61,44,133,44.333333333333336
627,Roselia,Burless,25,rburlesshe@rediff.com,Nigeria,26,57,18,33,101,33.666666666666664
628,Leland,O'Mahoney,18,lomahoneyhf@xrea.com,Yemen,54,58,29,47,141,47.0
629,Julian,Sydes,20,jsydeshg@ezinearticles.com,Brazil,69,58,21,49,148,49.333333333333336
630,Bathsheba,Hemphrey,19,bhemphreyhh@kickstarter.com,China,68,70,100,79,238,79.33333333333333
631,Hilton,Zorzetti,18,hzorzettihi@nymag.com,Greece,14,37,50,33,101,33.666666666666664
632,Marius,Grieswood,25,mgrieswoodhj@biblegateway.com,China,57,85,49,63,191,63.666666666666664
633,Sarette,Raft,19,srafthk@wikimedia.org,Russia,11,15,25,17,51,17.0
634,Marylee,Tupling,19,mtuplinghl@mashable.com,Indonesia,80,26,97,67,203,67.66666666666667
635,Ailee,Stillert,24,astillerthm@house.gov,Poland,56,49,46,50,151,50.333333333333336
636,Mara,Starbuck,25,mstarbuckhn@hostgator.com,China,37,25,58,40,120,40.0
637,Konstanze,Downe,22,kdowneho@phoca.cz,Philippines,6,20,91,39,117,39.0
638,Lionello,Steere,20,lsteerehp@webeden.co.uk,France,88,30,70,62,188,62.666666666666664
639,Ryun,Abramamovh,20,rabramamovhhq@angelfire.com,Brazil,87,15,7,36,109,36.333333333333336
640,Pierson,Spieck,20,pspieckhr@w3.org,Russia,84,42,80,68,206,68.66666666666667
641,Julina,Klimochkin,19,jklimochkinhs@nps.gov,China,82,10,81,57,173,57.666666666666664
642,Roscoe,Whittam,25,rwhittamht@hhs.gov,China,51,30,3,28,84,28.0
643,Devlen,Shoemark,18,dshoemarkhu@cbc.ca,Canada,21,38,8,22,67,22.333333333333332
644,Ransom,Enrdigo,23,renrdigohv@unc.edu,Latvia,38,87,63,62,188,62.666666666666664
645,Krystle,Fursland,21,kfurslandhw@hibu.com,Indonesia,20,81,21,40,122,40.666666666666664
646,Allyce,Coultas,23,acoultashx@pcworld.com,Macedonia,33,93,44,56,170,56.666666666666664
647,Isak,Kissick,18,ikissickhy@icio.us,South Korea,30,29,98,52,157,52.333333333333336
648,Linzy,McElwee,21,lmcelweehz@mapquest.com,China,95,53,54,67,202,67.33333333333333
649,Mead,Andras,20,mandrasi0@independent.co.uk,Malta,0,45,21,22,66,22.0
650,Ivett,Balas,23,ibalasi1@bloomberg.com,Comoros,68,72,43,61,183,61.0
651,Khalil,Roskruge,21,kroskrugei2@java.com,Portugal,34,33,96,54,163,54.333333333333336
652,Tommie,Marten,25,tmarteni3@uiuc.edu,Russia,11,47,100,52,158,52.666666666666664
653,Denver,Weyman,18,dweymani4@independent.co.uk,China,32,49,7,29,88,29.333333333333332
654,Ninon,Calcutt,19,ncalcutti5@4shared.com,Brazil,26,35,89,50,150,50.0
655,Hope,Ballay,19,hballayi6@xinhuanet.com,Philippines,97,6,31,44,134,44.666666666666664
656,Reggi,Korpal,19,rkorpali7@eepurl.com,Czech Republic,45,64,0,36,109,36.333333333333336
657,Alis,Kay,19,akayi8@ocn.ne.jp,Philippines,24,48,23,31,95,31.666666666666668
658,Steffen,Bater,20,sbateri9@cdc.gov,New Zealand,62,8,85,51,155,51.666666666666664
659,Thorpe,Cunniff,23,tcunniffia@printfriendly.com,Egypt,81,8,45,44,134,44.666666666666664
660,Natka,McCuish,21,nmccuishib@woothemes.com,China,36,56,4,32,96,32.0
661,Margo,Mendez,25,mmendezic@w3.org,Finland,90,28,53,57,171,57.0
662,Elinor,Lauritzen,24,elauritzenid@flavors.me,United States,1,2,93,32,96,32.0
663,Aurlie,Fridaye,24,afridayeie@sciencedaily.com,China,51,85,84,73,220,73.33333333333333
664,Duke,Petrenko,21,dpetrenkoif@google.co.jp,Honduras,15,97,65,59,177,59.0
665,Rudyard,Scorey,23,rscoreyig@desdev.cn,Argentina,25,1,79,35,105,35.0
666,Candice,Shaul,23,cshaulih@cnn.com,Senegal,60,13,31,34,104,34.666666666666664
667,Nigel,Moralis,25,nmoralisii@earthlink.net,United States,97,68,45,70,210,70.0
668,Ellie,Menichillo,19,emenichilloij@a8.net,Ivory Coast,15,76,68,53,159,53.0
669,Trixi,Bailiss,24,tbailissik@illinois.edu,Sweden,87,12,87,62,186,62.0
670,Jessie,Radden,21,jraddenil@youtu.be,China,3,31,36,23,70,23.333333333333332
671,Dara,Cornilli,20,dcornilliim@blogtalkradio.com,Ukraine,67,86,21,58,174,58.0
672,Christabella,Fero,22,cferoin@ezinearticles.com,China,40,73,27,46,140,46.666666666666664
673,Arlie,Hamshar,25,ahamshario@spiegel.de,China,78,94,0,57,172,57.333333333333336
674,Stephine,Leonida,18,sleonidaip@mtv.com,Russia,99,19,1,39,119,39.666666666666664
675,Gayle,Laffranconi,18,glaffranconiiq@yahoo.com,Czech Republic,82,60,42,61,184,61.333333333333336
676,Merrie,Wickwar,23,mwickwarir@lycos.com,Cuba,58,87,11,52,156,52.0
677,Orin,Foux,20,ofouxis@jiathis.com,Peru,53,39,66,52,158,52.666666666666664
678,Ray,Couvert,24,rcouvertit@tinypic.com,Czech Republic,56,91,48,65,195,65.0
679,Reginald,Orpwood,18,rorpwoodiu@cdbaby.com,Colombia,90,48,62,66,200,66.66666666666667
680,Abbott,Warret,18,awarretiv@yahoo.co.jp,Indonesia,47,58,68,57,173,57.666666666666664
681,Denna,Scorrer,19,dscorreriw@uiuc.edu,Norway,17,72,30,39,119,39.666666666666664
682,Madonna,Lydster,24,mlydsterix@who.int,China,65,43,13,40,121,40.333333333333336
683,Wake,Meah,25,wmeahiy@wikimedia.org,Czech Republic,39,34,10,27,83,27.666666666666668
684,Kris,Parysowna,18,kparysownaiz@diigo.com,Nigeria,9,42,36,29,87,29.0
685,Zoe,Rosendale,24,zrosendalej0@goo.ne.jp,China,66,71,73,70,210,70.0
686,Roshelle,Beggini,19,rbegginij1@ox.ac.uk,Philippines,70,99,56,75,225,75.0
687,Andriana,O'Kieran,25,aokieranj2@arstechnica.com,China,4,35,42,27,81,27.0
688,Tallulah,Flippini,25,tflippinij3@aboutads.info,Malaysia,30,39,91,53,160,53.333333333333336
689,Elspeth,Crawley,19,ecrawleyj4@uiuc.edu,Indonesia,9,25,30,21,64,21.333333333333332
690,Gina,Ponter,20,gponterj5@fema.gov,Indonesia,68,12,1,27,81,27.0
691,Freeman,McDool,20,fmcdoolj6@linkedin.com,China,38,93,36,55,167,55.666666666666664
692,Clementia,Baudouin,20,cbaudouinj7@washingtonpost.com,Ukraine,85,92,22,66,199,66.33333333333333
693,Charmine,McKillop,22,cmckillopj8@theglobeandmail.com,Democratic Republic of the Congo,97,68,18,61,183,61.0
694,Doris,Gietz,22,dgietzj9@drupal.org,Peru,69,87,36,64,192,64.0
695,Warde,Assaf,21,wassafja@marriott.com,Ivory Coast,36,100,4,46,140,46.666666666666664
696,Spencer,Klos,20,sklosjb@admin.ch,Sweden,88,78,1,55,167,55.666666666666664
697,Dody,Odom,22,dodomjc@tmall.com,Philippines,45,66,30,47,141,47.0
698,Elinor,Billington,18,ebillingtonjd@google.com,Philippines,64,4,72,46,140,46.666666666666664
699,Devan,Barwell,25,dbarwellje@wsj.com,China,82,99,84,88,265,88.33333333333333
700,Antoni,Cobelli,22,acobellijf@ifeng.com,Tanzania,51,43,32,42,126,42.0
701,Morganica,Ferry,24,mferryjg@deviantart.com,Nigeria,13,46,2,20,61,20.333333333333332
702,Vaclav,Dunston,24,vdunstonjh@zimbio.com,Greece,66,88,92,82,246,82.0
703,Ginelle,Yackiminie,18,gyackiminieji@shinystat.com,Greece,72,61,98,77,231,77.0
704,Kinnie,Mewrcik,18,kmewrcikjj@moonfruit.com,Israel,17,8,2,9,27,9.0
705,Pierrette,Pagon,18,ppagonjk@ucla.edu,China,90,33,64,62,187,62.333333333333336
706,Yuri,Argrave,23,yargravejl@cargocollective.com,Ecuador,96,38,65,66,199,66.33333333333333
707,Shirleen,Dorset,22,sdorsetjm@sciencedaily.com,Bosnia and Herzegovina,47,72,46,55,165,55.0
708,Hyacinthe,Demonge,21,hdemongejn@clickbank.net,China,62,4,8,24,74,24.666666666666668
709,Mirella,MacGill,23,mmacgilljo@unblog.fr,Morocco,58,25,85,56,168,56.0
710,Lissa,Challenor,25,lchallenorjp@artisteer.com,Philippines,68,4,14,28,86,28.666666666666668
711,Tallie,Bencher,21,tbencherjq@cpanel.net,Philippines,29,9,85,41,123,41.0
712,Shandeigh,Dougal,25,sdougaljr@google.co.jp,Philippines,10,25,92,42,127,42.333333333333336
713,Riannon,Mortel,23,rmorteljs@opera.com,Lithuania,85,91,58,78,234,78.0
714,Kaspar,Masey,24,kmaseyjt@blog.com,Philippines,11,24,95,43,130,43.333333333333336
715,Blanch,Gandar,18,bgandarju@nymag.com,Netherlands,9,43,29,27,81,27.0
716,Zebadiah,Chilcotte,21,zchilcottejv@jiathis.com,China,8,92,39,46,139,46.333333333333336
717,Dreddy,Stowte,20,dstowtejw@bluehost.com,United States,89,54,20,54,163,54.333333333333336
718,Daria,Meakes,23,dmeakesjx@skype.com,Indonesia,57,2,72,43,131,43.666666666666664
719,Arnoldo,Gingles,23,aginglesjy@baidu.com,Malaysia,78,63,25,55,166,55.333333333333336
720,Katrinka,Castanho,19,kcastanhojz@altervista.org,South Africa,6,68,93,55,167,55.666666666666664
721,Monte,Jeanel,25,mjeanelk0@bloglovin.com,Russia,83,44,55,60,182,60.666666666666664
722,Fulvia,Lyons,19,flyonsk1@apache.org,Zimbabwe,16,69,84,56,169,56.333333333333336
723,Joannes,Iacomini,24,jiacominik2@cdbaby.com,Mongolia,56,80,74,70,210,70.0
724,Brocky,MacMorland,20,bmacmorlandk3@huffingtonpost.com,Azerbaijan,53,80,42,58,175,58.333333333333336
725,Isidora,Garrattley,18,igarrattleyk4@exblog.jp,Canada,21,81,92,64,194,64.66666666666667
726,Micky,Benkin,18,mbenkink5@weebly.com,France,69,27,96,64,192,64.0
727,Wenonah,Carp,22,wcarpk6@twitpic.com,Dominican Republic,90,85,61,78,236,78.66666666666667
728,Brandy,Halle,25,bhallek7@economist.com,Thailand,53,87,23,54,163,54.333333333333336
729,Torin,Woodfield,20,twoodfieldk8@alexa.com,Portugal,51,75,76,67,202,67.33333333333333
730,Minnnie,Bail,25,mbailk9@example.com,China,93,21,56,56,170,56.666666666666664
731,Wakefield,Isaac,19,wisaacka@weebly.com,Libya,54,83,81,72,218,72.66666666666667
732,Langsdon,Curro,18,lcurrokb@engadget.com,China,6,82,40,42,128,42.666666666666664
733,Vannie,Whatsize,18,vwhatsizekc@ucoz.ru,United States,15,35,86,45,136,45.333333333333336
734,Jeremie,Dible,25,jdiblekd@networksolutions.com,Brazil,79,18,64,53,161,53.666666666666664
735,Hendrika,Venes,18,hveneske@huffingtonpost.com,China,77,58,7,47,142,47.333333333333336
736,Hermia,Bruffell,20,hbruffellkf@tmall.com,China,56,24,54,44,134,44.666666666666664
737,Abe,Bartolomeu,21,abartolomeukg@microsoft.com,Indonesia,78,97,96,90,271,90.33333333333333
738,Sylvan,Ors,21,sorskh@home.pl,Liberia,54,48,33,45,135,45.0
739,Vinni,Gosneye,24,vgosneyeki@usatoday.com,Poland,97,48,94,79,239,79.66666666666667
740,Giffy,Selcraig,21,gselcraigkj@cdc.gov,China,93,80,95,89,268,89.33333333333333
741,Westbrook,McGinnell,22,wmcginnellkk@photobucket.com,France,77,16,17,36,110,36.666666666666664
742,Tandy,Varndall,21,tvarndallkl@theatlantic.com,Indonesia,22,27,93,47,142,47.333333333333336
743,Bernie,Bowe,18,bbowekm@theglobeandmail.com,Brazil,8,89,62,53,159,53.0
744,Agnola,Crone,24,acronekn@instagram.com,Kyrgyzstan,69,22,81,57,172,57.333333333333336
745,Kaiser,Tyzack,25,ktyzackko@merriam-webster.com,Cuba,33,88,47,56,168,56.0
746,Millard,Tofts,24,mtoftskp@google.pl,Vietnam,7,39,22,22,68,22.666666666666668
747,Margi,Chuter,20,mchuterkq@ibm.com,China,91,10,99,66,200,66.66666666666667
748,Haleigh,Antrum,25,hantrumkr@posterous.com,China,56,53,87,65,196,65.33333333333333
749,Gare,Skoate,25,gskoateks@home.pl,Ukraine,48,19,3,23,70,23.333333333333332
750,Lara,Brannan,22,lbrannankt@google.ca,Israel,14,89,59,54,162,54.0
751,Dukey,Paolino,23,dpaolinoku@ted.com,China,7,68,48,41,123,41.0
752,Maddie,Penritt,23,mpenrittkv@umn.edu,Russia,62,75,5,47,142,47.333333333333336
753,Darelle,Greedier,19,dgreedierkw@netlog.com,China,45,67,36,49,148,49.333333333333336
754,Zollie,Bissett,22,zbissettkx@economist.com,Guatemala,93,29,94,72,216,72.0
755,Arleen,Stroyan,25,astroyanky@google.com.br,Indonesia,35,78,86,66,199,66.33333333333333
756,Gretal,Deuss,20,gdeusskz@accuweather.com,Tunisia,62,54,28,48,144,48.0
757,Ethelbert,Coltart,20,ecoltartl0@ihg.com,United States,48,59,99,68,206,68.66666666666667
758,Geoff,Clemenzo,18,gclemenzol1@google.ca,Thailand,68,7,10,28,85,28.333333333333332
759,Valentine,Staddon,20,vstaddonl2@is.gd,Indonesia,42,75,2,39,119,39.666666666666664
760,Deva,Splevin,23,dsplevinl3@upenn.edu,Philippines,60,63,1,41,124,41.333333333333336
761,Gloria,Ricciardiello,23,gricciardiellol4@comcast.net,China,20,100,49,56,169,56.333333333333336
762,Genna,Klossmann,23,gklossmannl5@bigcartel.com,Philippines,9,15,86,36,110,36.666666666666664
763,Cathi,Groomebridge,25,cgroomebridgel6@youtube.com,China,87,11,79,59,177,59.0
764,Wash,Roocroft,18,wroocroftl7@samsung.com,Sweden,40,59,46,48,145,48.333333333333336
765,Yorgo,Leaver,18,yleaverl8@booking.com,Bulgaria,58,11,81,50,150,50.0
766,Gregg,Henrys,19,ghenrysl9@wufoo.com,Venezuela,100,39,76,71,215,71.66666666666667
767,Tami,Whitehouse,24,twhitehousela@discovery.com,United States,80,29,31,46,140,46.666666666666664
768,Hillard,Futter,20,hfutterlb@naver.com,Peru,65,36,30,43,131,43.666666666666664
769,Alissa,Wadforth,18,awadforthlc@earthlink.net,Colombia,0,15,10,8,25,8.333333333333334
770,Arthur,Hindes,22,ahindesld@google.co.uk,Canada,27,88,63,59,178,59.333333333333336
771,Karly,Mamwell,21,kmamwellle@rambler.ru,Kuwait,87,13,66,55,166,55.333333333333336
772,Alvis,Kidwell,18,akidwelllf@issuu.com,Argentina,99,55,86,80,240,80.0
773,Spike,Fishburn,22,sfishburnlg@desdev.cn,Martinique,69,75,71,71,215,71.66666666666667
774,Travis,Colliber,24,tcolliberlh@fda.gov,Poland,13,62,15,30,90,30.0
775,Frederik,Batalini,22,fbatalinili@feedburner.com,Brazil,46,2,38,28,86,28.666666666666668
776,Evelina,Stallworth,23,estallworthlj@archive.org,Nigeria,72,85,80,79,237,79.0
777,Jaimie,MacGowan,19,jmacgowanlk@nasa.gov,France,11,63,48,40,122,40.666666666666664
778,Marcelle,Seegar,20,mseegarll@xrea.com,Greece,96,64,97,85,257,85.66666666666667
779,Mallory,Eady,20,meadylm@mozilla.org,Russia,72,74,64,70,210,70.0
780,Noella,Barrowclough,22,nbarrowcloughln@plala.or.jp,United States,80,100,28,69,208,69.33333333333333
781,Tore,Tindle,21,ttindlelo@cisco.com,Portugal,44,18,42,34,104,34.666666666666664
782,Ailis,Boeck,25,aboecklp@parallels.com,Czech Republic,43,95,79,72,217,72.33333333333333
783,Viviene,Cheson,21,vchesonlq@columbia.edu,Togo,31,54,89,58,174,58.0
784,Lory,Whitcher,21,lwhitcherlr@fastcompany.com,Mexico,83,57,4,48,144,48.0
785,Susannah,Baudacci,22,sbaudaccils@npr.org,Russia,21,25,39,28,85,28.333333333333332
786,Neilla,Humfrey,23,nhumfreylt@usatoday.com,Jordan,0,68,48,38,116,38.666666666666664
787,Dun,Scotland,23,dscotlandlu@geocities.com,Albania,58,26,85,56,169,56.333333333333336
788,Melisent,Size,20,msizelv@twitter.com,Indonesia,92,30,12,44,134,44.666666666666664
789,Millisent,Conws,25,mconwslw@sciencedirect.com,Poland,68,53,4,41,125,41.666666666666664
790,Fallon,Carragher,21,fcarragherlx@google.co.jp,China,35,79,47,53,161,53.666666666666664
791,Ulysses,Czajka,20,uczajkaly@lulu.com,Philippines,26,33,56,38,115,38.333333333333336
792,Jard,Kerwood,19,jkerwoodlz@imageshack.us,Uzbekistan,87,44,13,48,144,48.0
793,Koralle,Kellington,18,kkellingtonm0@merriam-webster.com,Russia,64,10,36,36,110,36.666666666666664
794,Trixie,Pitway,22,tpitwaym1@state.tx.us,Nigeria,36,77,37,50,150,50.0
795,Vonny,Anthonies,20,vanthoniesm2@wordpress.org,Indonesia,76,52,32,53,160,53.333333333333336
796,Ariela,Mateos,25,amateosm3@state.tx.us,Brazil,23,14,33,23,70,23.333333333333332
797,Letizia,Staves,20,lstavesm4@shutterfly.com,Afghanistan,8,32,56,32,96,32.0
798,Fionna,Whapples,21,fwhapplesm5@squarespace.com,Peru,97,81,46,74,224,74.66666666666667
799,Abbe,Reitenbach,19,areitenbachm6@wunderground.com,Nigeria,40,53,25,39,118,39.333333333333336
800,Gretchen,Barzen,24,gbarzenm7@google.ru,Serbia,3,31,92,42,126,42.0
801,Sheffie,Grigolli,25,sgrigollim8@mac.com,Chile,47,34,20,33,101,33.666666666666664
802,Hendrik,Heinert,21,hheinertm9@fema.gov,Poland,14,59,17,30,90,30.0
803,Josh,Lofthouse,24,jlofthousema@360.cn,Colombia,70,24,71,55,165,55.0
804,Aeriela,Heeley,22,aheeleymb@dion.ne.jp,United States,15,44,93,50,152,50.666666666666664
805,Trish,Drynan,24,tdrynanmc@ibm.com,Philippines,41,81,41,54,163,54.333333333333336
806,Kynthia,Fancutt,19,kfancuttmd@chron.com,Poland,12,38,83,44,133,44.333333333333336
807,Francene,BURWIN,23,fburwinme@gov.uk,Lithuania,9,92,6,35,107,35.666666666666664
808,Danica,Zincke,23,dzinckemf@tripadvisor.com,Saudi Arabia,10,24,87,40,121,40.333333333333336
809,Izabel,Lowdham,22,ilowdhammg@home.pl,Bulgaria,11,97,18,42,126,42.0
810,Pierre,Leathlay,20,pleathlaymh@upenn.edu,China,90,42,14,48,146,48.666666666666664
811,Daffy,Firmager,19,dfirmagermi@pbs.org,Indonesia,63,50,58,57,171,57.0
812,Nancee,Brew,25,nbrewmj@msu.edu,Morocco,29,44,83,52,156,52.0
813,Tristan,Ryde,20,trydemk@sitemeter.com,Argentina,28,35,99,54,162,54.0
814,Nickolaus,Bernaert,23,nbernaertml@europa.eu,Colombia,6,56,25,29,87,29.0
815,Cchaddie,Boncoeur,20,cboncoeurmm@shareasale.com,United States,44,94,53,63,191,63.666666666666664
816,Liane,Greedier,22,lgreediermn@shop-pro.jp,Morocco,58,56,78,64,192,64.0
817,Craggie,Cardno,23,ccardnomo@odnoklassniki.ru,Thailand,94,58,20,57,172,57.333333333333336
818,Nikaniki,Ronchetti,21,nronchettimp@usa.gov,Bosnia and Herzegovina,93,16,24,44,133,44.333333333333336
819,Aleece,Swyer-Sexey,22,aswyersexeymq@dell.com,China,58,8,3,23,69,23.0
820,Mari,Binnes,20,mbinnesmr@goo.gl,Ireland,70,9,38,39,117,39.0
821,Dallas,Feeley,18,dfeeleyms@ca.gov,Poland,13,40,96,49,149,49.666666666666664
822,Melisa,Mathewes,22,mmathewesmt@unesco.org,Czech Republic,50,17,73,46,140,46.666666666666664
823,Nessa,Callaway,22,ncallawaymu@twitter.com,Poland,99,40,7,48,146,48.666666666666664
824,Craggy,Cayette,18,ccayettemv@ehow.com,China,34,82,71,62,187,62.333333333333336
825,Emmi,Braunston,25,ebraunstonmw@youku.com,Croatia,7,81,17,35,105,35.0
826,Grethel,Matushevitz,23,gmatushevitzmx@huffingtonpost.com,Indonesia,26,93,87,68,206,68.66666666666667
827,Herbie,McDell,20,hmcdellmy@eepurl.com,China,88,36,67,63,191,63.666666666666664
828,Berte,Alfonso,25,balfonsomz@kickstarter.com,Chile,98,43,26,55,167,55.666666666666664
829,Bowie,Tibbotts,18,btibbottsn0@hhs.gov,United States,44,70,79,64,193,64.33333333333333
830,Pearle,Bolderoe,22,pbolderoen1@guardian.co.uk,Peru,11,34,14,19,59,19.666666666666668
831,Egor,Mattisssen,25,emattisssenn2@gravatar.com,Peru,19,22,59,33,100,33.333333333333336
832,Alejoa,Panketh,18,apankethn3@google.ru,Ukraine,37,70,3,36,110,36.666666666666664
833,Emmeline,Boocock,18,eboocockn4@ted.com,Peru,20,28,18,22,66,22.0
834,Mora,McKerlie,25,mmckerlien5@delicious.com,Peru,95,56,87,79,238,79.33333333333333
835,Ilyssa,Geraldini,23,igeraldinin6@yahoo.com,China,93,61,14,56,168,56.0
836,Nickolaus,Grissett,23,ngrissettn7@mashable.com,China,69,3,11,27,83,27.666666666666668
837,Virgie,Nowaczyk,19,vnowaczykn8@google.com.br,Brazil,75,61,76,70,212,70.66666666666667
838,Maude,Darrington,24,mdarringtonn9@mapy.cz,Portugal,51,74,100,75,225,75.0
839,Purcell,Delgado,23,pdelgadona@auda.org.au,Canada,22,53,88,54,163,54.333333333333336
840,Phyllis,Cammidge,22,pcammidgenb@noaa.gov,Thailand,56,86,1,47,143,47.666666666666664
841,Colene,Masarrat,23,cmasarratnc@plala.or.jp,Madagascar,8,16,9,11,33,11.0
842,West,Caulcott,24,wcaulcottnd@businessinsider.com,United States,48,33,85,55,166,55.333333333333336
843,Maudie,Sugden,21,msugdenne@lulu.com,United Kingdom,38,9,52,33,99,33.0
844,Harlan,Dougharty,23,hdoughartynf@howstuffworks.com,Pakistan,92,46,31,56,169,56.333333333333336
